'Elapsed time','EMG'
'seconds','mV'
34.311,0.180
34.311,0.180
34.311,0.168
34.312,0.170
34.312,0.153
34.312,0.157
34.312,0.145
34.312,0.143
34.313,0.107
34.313,0.105
34.313,0.062
34.313,0.060
34.314,0.028
34.314,0.027
34.314,0.018
34.315,0.018
34.315,0.032
34.315,0.030
34.315,0.033
34.316,0.030
34.316,0.018
34.316,0.017
34.316,-0.005
34.316,-0.007
34.317,-0.033
34.317,-0.035
34.317,-0.045
34.318,-0.043
34.318,-0.025
34.318,-0.023
34.318,0.020
34.319,0.022
34.319,0.057
34.319,0.058
34.319,0.097
34.319,0.097
34.320,0.155
34.320,0.157
34.320,0.240
34.321,0.243
34.321,0.268
34.321,0.255
34.321,0.058
34.322,0.050
34.322,-0.140
34.322,-0.142
34.322,-0.080
34.322,-0.082
34.323,-0.232
34.323,-0.243
34.323,-0.715
34.324,-0.790
34.324,-0.643
34.324,-0.628
34.324,-0.248
34.325,-0.233
34.325,0.037
34.325,0.043
34.325,0.185
34.325,0.187
34.326,0.267
34.326,0.267
34.326,0.330
34.327,0.333
34.327,0.367
34.327,0.357
34.327,0.078
34.328,0.058
34.328,-0.463
34.328,-0.487
34.328,-0.783
34.328,-0.778
34.329,-0.518
34.329,-0.505
34.329,-0.105
34.330,-0.088
34.330,0.227
34.330,0.237
34.330,0.308
34.331,0.283
34.331,0.003
34.331,-0.010
34.331,-0.195
34.331,-0.195
34.332,-0.030
34.332,-0.020
34.332,0.135
34.333,0.140
34.333,0.200
34.333,0.208
34.333,0.200
34.334,0.200
34.334,0.170
34.334,0.168
34.334,0.113
34.334,0.110
34.335,0.048
34.335,0.047
34.335,0.000
34.336,-0.002
34.336,-0.037
34.336,-0.038
34.336,-0.062
34.337,-0.058
34.337,-0.072
34.337,-0.072
34.337,-0.087
34.337,-0.085
34.338,-0.060
34.338,-0.060
34.338,-0.017
34.339,-0.015
34.339,0.023
34.339,0.025
34.339,0.080
34.340,0.083
34.340,0.142
34.340,0.145
34.340,0.222
34.340,0.225
34.341,0.305
34.341,0.308
34.341,0.348
34.342,0.348
34.342,0.370
34.342,0.358
34.342,0.092
34.343,0.082
34.343,-0.045
34.343,-0.033
34.343,0.093
34.343,0.098
34.344,0.190
34.344,0.192
34.344,0.167
34.344,0.168
34.345,-0.018
34.345,-0.038
34.345,-0.715
34.346,-0.483
34.346,-2.063
34.346,-2.058
34.346,-1.045
34.346,-1.002
34.347,-0.028
34.347,0.000
34.347,0.420
34.347,0.428
34.348,0.497
34.348,0.495
34.348,0.455
34.349,0.453
34.349,0.390
34.349,0.385
34.349,0.317
34.349,0.313
34.350,0.233
34.350,0.232
34.350,0.155
34.350,0.152
34.351,0.083
34.351,0.082
34.351,0.047
34.352,0.045
34.352,0.025
34.352,0.025
34.352,0.010
34.352,0.010
34.353,-0.005
34.353,-0.007
34.353,-0.032
34.353,-0.033
34.354,-0.053
34.354,-0.055
34.354,-0.068
34.355,-0.067
34.355,-0.073
34.355,-0.070
34.355,-0.075
34.355,-0.073
34.356,-0.078
34.356,-0.080
34.356,-0.075
34.356,-0.075
34.357,-0.053
34.357,-0.053
34.357,-0.047
34.358,-0.052
34.358,-0.058
34.358,-0.057
34.358,-0.060
34.358,-0.055
34.359,-0.060
34.359,-0.058
34.359,-0.063
34.359,-0.062
34.360,-0.053
34.360,-0.053
34.360,-0.032
34.361,-0.037
34.361,-0.045
34.361,-0.040
34.361,-0.055
34.361,-0.057
34.362,-0.048
34.362,-0.047
34.362,-0.002
34.362,0.002
34.363,0.092
34.363,0.097
34.363,0.243
34.364,0.250
34.364,0.422
34.364,0.428
34.364,0.522
34.364,0.505
34.365,-0.063
34.365,-0.098
34.365,-0.930
34.365,-0.960
34.366,-1.205
34.366,-1.045
34.366,-0.357
34.367,-0.338
34.367,0.032
34.367,0.040
34.367,0.215
34.367,0.213
34.368,0.045
34.368,0.037
34.368,0.000
34.368,0.022
34.369,0.100
34.369,0.102
34.369,0.175
34.370,0.178
34.370,0.212
34.370,0.212
34.370,0.228
34.370,0.228
34.371,0.238
34.371,0.238
34.371,0.263
34.371,0.287
34.372,0.178
34.372,0.153
34.372,-0.178
34.373,-0.223
34.373,-0.147
34.373,-0.140
34.373,0.008
34.373,0.012
34.374,0.058
34.374,0.058
34.374,0.055
34.374,0.055
34.375,0.060
34.375,0.052
34.375,-0.022
34.376,-0.027
34.376,-0.095
34.376,-0.095
34.376,-0.105
34.377,-0.098
34.377,-0.035
34.377,-0.030
34.377,0.087
34.377,0.092
34.378,0.228
34.378,0.233
34.378,0.368
34.379,0.375
34.379,0.540
34.379,0.550
34.379,0.912
34.380,0.925
34.380,1.452
34.380,1.205
34.380,2.370
34.380,2.197
34.381,-2.268
34.381,-2.175
34.381,-0.372
34.382,-0.322
34.382,0.353
34.382,0.368
34.382,0.582
34.383,0.587
34.383,0.690
34.383,0.793
34.383,0.048
34.383,-0.068
34.384,0.468
34.384,0.485
34.384,0.732
34.385,0.740
34.385,0.865
34.385,0.868
34.385,0.978
34.386,0.985
34.386,1.148
34.386,1.148
34.386,0.827
34.386,0.793
34.387,-0.430
34.387,0.767
34.387,3.159
34.388,-0.953
34.388,-0.218
34.388,-0.207
34.388,0.023
34.389,0.037
34.389,0.392
34.389,0.422
34.389,0.085
34.389,0.040
34.390,-0.760
34.390,-0.773
34.390,-0.892
34.391,-0.810
34.391,-0.267
34.391,-0.240
34.391,0.323
34.392,0.342
34.392,0.578
34.392,0.603
34.392,0.543
34.392,0.528
34.393,0.088
34.393,0.067
34.393,-0.548
34.394,-0.568
34.394,-0.793
34.394,-0.785
34.394,-0.505
34.395,-0.490
34.395,-0.087
34.395,-0.070
34.395,0.200
34.395,0.237
34.396,0.188
34.396,0.178
34.396,-0.115
34.397,-0.127
34.397,-0.195
34.397,-0.178
34.397,0.047
34.398,0.057
34.398,0.193
34.398,0.197
34.398,0.220
34.398,0.223
34.399,0.208
34.399,0.207
34.399,0.177
34.400,0.175
34.400,0.145
34.400,0.143
34.400,0.120
34.401,0.122
34.401,0.115
34.401,0.115
34.401,0.102
34.401,0.102
34.402,0.090
34.402,0.092
34.402,0.080
34.403,0.085
34.403,0.118
34.403,0.122
34.403,0.145
34.404,0.147
34.404,0.140
34.404,0.140
34.404,0.093
34.404,0.090
34.405,0.013
34.405,0.010
34.405,-0.092
34.406,-0.097
34.406,-0.207
34.406,-0.210
34.406,-0.303
34.407,-0.307
34.407,-0.368
34.407,-0.368
34.407,-0.380
34.407,-0.377
34.408,-0.378
34.408,-0.377
34.408,-0.390
34.408,-0.392
34.409,-0.385
34.409,-0.387
34.409,-0.353
34.410,-0.350
34.410,-0.265
34.410,-0.262
34.410,-0.132
34.410,-0.127
34.411,0.003
34.411,0.007
34.411,0.097
34.411,0.100
34.412,0.180
34.412,0.183
34.412,0.235
34.413,0.238
34.413,0.253
34.413,0.248
34.413,0.210
34.413,0.208
34.414,0.113
34.414,0.105
34.414,-0.248
34.414,-0.262
34.415,-0.437
34.415,-0.433
34.415,-0.328
34.416,-0.323
34.416,-0.215
34.416,-0.210
34.416,-0.107
34.416,-0.103
34.417,0.003
34.417,0.005
34.417,0.060
34.417,0.063
34.418,0.100
34.418,0.103
34.418,0.140
34.419,0.140
34.419,0.175
34.419,0.178
34.419,0.207
34.419,0.202
34.420,0.208
34.420,0.202
34.420,0.210
34.420,0.205
34.421,0.187
34.421,0.187
34.421,0.148
34.422,0.147
34.422,0.138
34.422,0.138
34.422,0.120
34.422,0.120
34.423,0.095
34.423,0.093
34.423,0.065
34.423,0.065
34.424,0.038
34.424,0.038
34.424,0.035
34.425,0.038
34.425,0.035
34.425,0.037
34.425,0.045
34.425,0.042
34.426,0.018
34.426,0.018
34.426,-0.008
34.426,-0.008
34.427,-0.040
34.427,-0.042
34.427,-0.023
34.428,-0.022
34.428,0.040
34.428,0.043
34.428,0.127
34.428,0.128
34.429,0.212
34.429,0.215
34.429,0.253
34.429,0.253
34.430,0.287
34.430,0.287
34.430,0.318
34.431,0.320
34.431,0.333
34.431,0.335
34.431,0.257
34.431,0.252
34.432,0.113
34.432,0.100
34.432,-0.550
34.432,-0.858
34.433,-0.570
34.433,-0.548
34.433,-2.200
34.434,-1.440
34.434,-0.458
34.434,-0.420
34.434,0.220
34.434,0.237
34.435,0.432
34.435,0.435
34.435,0.480
34.435,0.480
34.436,0.498
34.436,0.500
34.436,0.422
34.437,0.415
34.437,0.128
34.437,0.113
34.437,-0.043
34.438,-0.040
34.438,0.028
34.438,0.025
34.438,-0.160
34.438,-0.180
34.439,-0.585
34.439,-0.585
34.439,-0.327
34.440,-0.310
34.440,0.032
34.440,0.042
34.440,0.228
34.441,0.232
34.441,0.295
34.441,0.295
34.441,0.307
34.441,0.302
34.442,0.277
34.442,0.275
34.442,0.263
34.443,0.263
34.443,0.278
34.443,0.278
34.443,0.327
34.444,0.330
34.444,0.423
34.444,0.427
34.444,0.558
34.444,0.577
34.445,0.297
34.445,0.268
34.445,-0.613
34.446,-0.650
34.446,-1.235
34.446,-1.233
34.446,-0.688
34.447,-0.663
34.447,-0.258
34.447,-0.248
34.447,-0.145
34.447,-0.142
34.448,-0.228
34.448,-0.235
34.448,-0.310
34.449,-0.258
34.449,-0.050
34.449,-0.040
34.449,0.160
34.450,0.167
34.450,0.303
34.450,0.308
34.450,0.418
34.450,0.423
34.451,0.507
34.451,0.522
34.451,-0.087
34.452,-0.163
34.452,-1.260
34.452,-1.033
34.452,-0.580
34.453,-0.548
34.453,0.032
34.453,0.048
34.453,0.265
34.453,0.272
34.454,0.353
34.454,0.313
34.454,0.418
34.455,0.373
34.455,-0.497
34.455,-0.117
34.455,0.212
34.456,0.217
34.456,0.265
34.456,0.267
34.456,0.260
34.456,0.262
34.457,0.252
34.457,0.252
34.457,0.220
34.458,0.218
34.458,0.152
34.458,0.152
34.458,0.118
34.459,0.120
34.459,0.147
34.459,0.147
34.459,0.198
34.459,0.202
34.460,0.292
34.460,0.297
34.460,0.488
34.461,0.498
34.461,0.912
34.461,0.933
34.461,1.830
34.462,1.268
34.462,-3.198
34.462,0.100
34.462,3.025
34.462,-2.093
34.463,-2.002
34.463,-0.453
34.463,-0.413
34.464,0.208
34.464,0.227
34.464,0.633
34.464,0.645
34.465,0.842
34.465,0.852
34.465,0.720
34.465,0.707
34.465,0.542
34.466,0.563
34.466,0.822
34.466,0.865
34.467,0.682
34.467,0.658
34.467,-0.040
34.467,0.500
34.468,2.837
34.468,-1.285
34.468,-0.948
34.468,-0.927
34.468,-0.575
34.469,-0.555
34.469,-0.110
34.469,-0.093
34.469,0.227
34.470,0.247
34.470,0.092
34.470,0.057
34.471,0.140
34.471,0.143
34.471,0.157
34.471,0.152
34.471,0.132
34.472,0.132
34.472,0.120
34.472,0.117
34.472,0.125
34.473,0.127
34.473,0.155
34.473,0.158
34.474,0.180
34.474,0.182
34.474,0.195
34.474,0.197
34.474,0.192
34.475,0.188
34.475,0.197
34.475,0.197
34.475,0.228
34.476,0.230
34.476,0.295
34.476,0.297
34.477,0.380
34.477,0.387
34.477,0.470
34.477,0.472
34.477,0.262
34.478,0.228
34.478,-0.892
34.478,-0.918
34.478,-1.167
34.479,-1.147
34.479,-0.718
34.479,-0.688
34.480,-0.032
34.480,-0.010
34.480,0.312
34.480,0.318
34.480,0.398
34.481,0.403
34.481,0.388
34.481,0.385
34.481,0.332
34.482,0.330
34.482,0.190
34.482,0.178
34.483,-0.177
34.483,-0.187
34.483,-0.285
34.483,-0.257
34.483,-0.158
34.484,-0.155
34.484,-0.093
34.484,-0.092
34.484,-0.065
34.485,-0.065
34.485,-0.045
34.485,-0.047
34.486,-0.038
34.486,-0.038
34.486,-0.032
34.486,-0.032
34.486,0.003
34.487,0.003
34.487,0.048
34.487,0.052
34.487,0.100
34.488,0.100
34.488,0.112
34.488,0.110
34.489,0.115
34.489,0.112
34.489,0.105
34.489,0.105
34.489,0.092
34.490,0.093
34.490,0.077
34.490,0.075
34.490,0.050
34.491,0.048
34.491,0.018
34.491,0.018
34.492,-0.007
34.492,-0.008
34.492,-0.015
34.492,-0.008
34.492,-0.003
34.493,-0.005
34.493,-0.008
34.493,-0.005
34.493,-0.012
34.494,-0.015
34.494,-0.010
34.494,-0.012
34.495,-0.008
34.495,-0.008
34.495,-0.013
34.495,-0.013
34.495,0.002
34.496,0.003
34.496,0.017
34.496,0.018
34.496,-0.005
34.497,-0.007
34.497,-0.037
34.497,-0.038
34.498,-0.070
34.498,-0.078
34.498,-0.058
34.498,-0.062
34.498,-0.052
34.499,-0.050
34.499,-0.017
34.499,-0.015
34.499,0.025
34.500,0.027
34.500,0.060
34.500,0.060
34.501,0.075
34.501,0.072
34.501,0.053
34.501,0.053
34.502,0.023
34.502,0.022
34.502,-0.002
34.502,-0.005
34.502,0.003
34.503,0.003
34.503,0.023
34.503,0.025
34.504,0.062
34.504,0.063
34.504,0.093
34.504,0.095
34.505,0.120
34.505,0.123
34.505,0.102
34.505,0.098
34.505,-0.020
34.506,-0.027
34.506,-0.212
34.506,-0.217
34.507,-0.378
34.507,-0.383
34.507,-0.497
34.507,-0.498
34.508,-0.517
34.508,-0.505
34.508,-0.447
34.508,-0.443
34.508,-0.363
34.509,-0.360
34.509,-0.252
34.509,-0.245
34.510,-0.128
34.510,-0.127
34.510,-0.020
34.510,-0.017
34.511,0.085
34.511,0.088
34.511,0.172
34.511,0.177
34.511,0.270
34.512,0.273
34.512,0.392
34.512,0.397
34.513,0.492
34.513,0.495
34.513,0.563
34.513,0.563
34.514,0.498
34.514,0.493
34.514,0.328
34.514,0.318
34.514,-0.240
34.515,-0.275
34.515,-0.822
34.515,-0.518
34.516,-2.200
34.516,-1.753
34.516,-0.795
34.516,-0.752
34.517,0.058
34.517,0.082
34.517,0.427
34.517,0.433
34.517,0.540
34.518,0.542
34.518,0.552
34.518,0.548
34.519,0.522
34.519,0.522
34.519,0.495
34.519,0.493
34.520,0.448
34.520,0.445
34.520,0.327
34.520,0.325
34.520,0.302
34.521,0.312
34.521,0.395
34.521,0.413
34.522,0.190
34.522,0.163
34.522,-0.655
34.522,-0.687
34.523,-1.140
34.523,-1.117
34.523,-0.360
34.523,-0.325
34.523,0.290
34.524,0.310
34.524,0.685
34.524,0.762
34.525,0.625
34.525,0.595
34.525,-0.967
34.525,-1.117
34.526,-0.623
34.526,-0.608
34.526,0.127
34.526,0.155
34.526,0.345
34.527,0.333
34.527,-0.078
34.527,-0.100
34.528,-0.497
34.528,-0.428
34.528,-1.252
34.528,-1.188
34.529,-0.302
34.529,-0.273
34.529,0.190
34.529,0.200
34.529,0.328
34.530,0.330
34.530,0.212
34.530,0.202
34.531,-0.013
34.531,-0.018
34.531,-0.075
34.531,-0.072
34.532,0.037
34.532,0.042
34.532,0.192
34.532,0.198
34.532,0.280
34.533,0.282
34.533,0.308
34.533,0.308
34.533,0.290
34.534,0.290
34.534,0.245
34.534,0.243
34.535,0.205
34.535,0.203
34.535,0.162
34.535,0.160
34.535,0.133
34.536,0.133
34.536,0.118
34.536,0.117
34.536,0.075
34.537,0.072
34.537,0.033
34.537,0.030
34.538,0.013
34.538,0.012
34.538,0.020
34.538,0.023
34.538,0.097
34.539,0.102
34.539,0.205
34.539,0.210
34.539,0.398
34.540,0.410
34.540,0.838
34.540,1.238
34.541,0.485
34.541,0.762
34.541,3.125
34.541,-3.198
34.541,-0.523
34.542,-0.442
34.542,0.330
34.542,0.925
34.542,-2.940
34.543,-2.250
34.543,-0.362
34.543,-0.322
34.544,0.177
34.544,0.178
34.544,0.263
34.544,0.265
34.544,0.410
34.545,0.420
34.545,0.275
34.545,0.272
34.545,0.053
34.546,0.027
34.546,-0.612
34.546,-0.668
34.547,-0.432
34.547,-0.410
34.547,0.028
34.547,0.042
34.547,0.263
34.548,0.268
34.548,0.317
34.548,0.322
34.548,0.302
34.549,0.298
34.549,0.257
34.549,0.255
34.550,0.218
34.550,0.218
34.550,0.195
34.550,0.195
34.550,0.178
34.551,0.178
34.551,0.135
34.551,0.132
34.551,0.082
34.552,0.078
34.552,0.023
34.552,0.023
34.553,-0.017
34.553,-0.017
34.553,-0.035
34.553,-0.037
34.553,-0.040
34.554,-0.040
34.554,-0.025
34.554,-0.023
34.554,0.023
34.555,0.025
34.555,0.068
34.555,0.070
34.556,0.110
34.556,0.112
34.556,0.182
34.556,0.187
34.556,0.313
34.557,0.322
34.557,-0.005
34.557,-0.010
34.557,-0.092
34.558,-0.035
34.558,0.200
34.558,0.208
34.559,0.340
34.559,0.340
34.559,-0.137
34.559,-0.187
34.559,-1.077
34.560,-1.190
34.560,-1.082
34.560,-1.068
34.560,-0.477
34.561,-0.450
34.561,0.078
34.561,0.093
34.562,0.250
34.562,0.250
34.562,0.270
34.562,0.270
34.562,0.282
34.563,0.280
34.563,0.268
34.563,0.267
34.563,0.215
34.564,0.213
34.564,0.162
34.564,0.160
34.565,0.117
34.565,0.115
34.565,0.062
34.565,0.060
34.566,0.008
34.566,0.008
34.566,-0.013
34.566,-0.015
34.566,0.008
34.567,0.010
34.567,0.023
34.567,0.027
34.568,0.022
34.568,0.023
34.568,0.007
34.568,0.005
34.569,-0.030
34.569,-0.032
34.569,-0.062
34.569,-0.063
34.569,-0.085
34.570,-0.085
34.570,-0.093
34.570,-0.090
34.571,-0.092
34.571,-0.093
34.571,-0.080
34.571,-0.078
34.572,-0.055
34.572,-0.055
34.572,-0.038
34.572,-0.037
34.572,-0.015
34.573,-0.013
34.573,0.012
34.573,0.013
34.574,0.035
34.574,0.035
34.574,0.053
34.574,0.053
34.575,0.075
34.575,0.077
34.575,0.083
34.575,0.083
34.575,0.058
34.576,0.055
34.576,0.018
34.576,0.015
34.577,0.022
34.577,0.023
34.577,0.035
34.577,0.035
34.578,0.043
34.578,0.040
34.578,0.070
34.578,0.072
34.578,0.128
34.579,0.135
34.579,0.060
34.579,0.050
34.580,-0.305
34.580,-0.325
34.580,-0.837
34.580,-0.850
34.581,-0.972
34.581,-0.922
34.581,-0.538
34.581,-0.520
34.581,-0.047
34.582,-0.028
34.582,0.272
34.582,0.298
34.583,0.233
34.583,0.222
34.583,-0.080
34.583,-0.093
34.584,-0.140
34.584,-0.108
34.584,0.100
34.584,0.107
34.584,0.215
34.585,0.227
34.585,0.217
34.585,0.215
34.586,0.162
34.586,0.160
34.586,0.103
34.586,0.100
34.587,0.077
34.587,0.077
34.587,0.080
34.587,0.083
34.587,0.107
34.588,0.107
34.588,0.110
34.588,0.110
34.589,0.098
34.589,0.098
34.589,0.112
34.589,0.112
34.590,0.152
34.590,0.153
34.590,0.220
34.590,0.225
34.590,0.360
34.591,0.368
34.591,0.518
34.591,0.533
34.592,0.225
34.592,0.195
34.592,-0.662
34.592,-0.692
34.593,-1.113
34.593,-1.087
34.593,-0.425
34.593,-0.398
34.593,-0.033
34.594,-0.025
34.594,0.165
34.594,0.170
34.594,0.203
34.595,0.168
34.595,0.030
34.595,0.043
34.596,0.202
34.596,0.208
34.596,0.412
34.596,0.420
34.596,0.598
34.597,0.603
34.597,0.677
34.597,0.680
34.597,0.585
34.598,0.580
34.598,0.427
34.598,0.405
34.599,-1.612
34.599,-1.743
34.599,-2.375
34.599,-1.925
34.599,3.259
34.600,-1.953
34.600,-0.420
34.600,-0.368
34.600,0.460
34.601,0.482
34.601,0.715
34.601,0.863
34.602,-0.070
34.602,-0.078
34.602,0.388
34.602,0.398
34.602,0.475
34.603,0.472
34.603,0.427
34.603,0.425
34.603,0.397
34.604,0.395
34.604,0.370
34.604,0.368
34.605,0.305
34.605,0.302
34.605,0.088
34.605,0.073
34.605,-0.242
34.606,-0.275
34.606,-0.222
34.606,-0.217
34.606,-0.078
34.607,-0.072
34.607,0.045
34.607,0.050
34.608,0.138
34.608,0.140
34.608,0.175
34.608,0.177
34.608,0.192
34.609,0.192
34.609,0.212
34.609,0.212
34.609,0.232
34.610,0.232
34.610,0.272
34.610,0.273
34.611,0.353
34.611,0.358
34.611,0.568
34.611,0.583
34.611,1.063
34.612,1.083
34.612,-0.048
34.612,-0.338
34.612,3.060
34.613,-2.562
34.613,-0.320
34.613,-0.267
34.614,0.333
34.614,0.340
34.614,0.402
34.614,0.403
34.614,0.528
34.615,0.537
34.615,0.757
34.615,0.767
34.615,0.865
34.616,0.763
34.616,0.157
34.616,0.638
34.617,-3.237
34.617,-3.103
34.617,-0.815
34.617,-0.772
34.617,-0.192
34.618,-0.182
34.618,0.173
34.618,0.187
34.618,0.468
34.619,0.477
34.619,0.302
34.619,0.288
34.620,0.390
34.620,0.392
34.620,0.400
34.620,0.397
34.620,0.338
34.621,0.335
34.621,0.272
34.621,0.270
34.621,0.212
34.622,0.208
34.622,0.142
34.622,0.140
34.623,0.088
34.623,0.087
34.623,0.057
34.623,0.058
34.623,0.047
34.624,0.052
34.624,0.072
34.624,0.073
34.624,0.103
34.625,0.102
34.625,0.112
34.625,0.108
34.626,0.060
34.626,0.057
34.626,-0.028
34.626,-0.033
34.627,-0.127
34.627,-0.132
34.627,-0.187
34.627,-0.187
34.627,-0.218
34.628,-0.220
34.628,-0.247
34.628,-0.248
34.629,-0.278
34.629,-0.278
34.629,-0.295
34.629,-0.293
34.630,-0.272
34.630,-0.270
34.630,-0.222
34.630,-0.220
34.630,-0.152
34.631,-0.150
34.631,-0.090
34.631,-0.088
34.632,-0.033
34.632,-0.030
34.632,-0.008
34.632,-0.008
34.633,-0.015
34.633,-0.012
34.633,-0.003
34.633,-0.003
34.633,0.017
34.634,0.018
34.634,0.085
34.634,0.090
34.635,0.197
34.635,0.200
34.635,0.332
34.635,0.338
34.636,0.480
34.636,0.485
34.636,0.638
34.636,0.645
34.636,0.725
34.637,0.718
34.637,0.472
34.637,0.455
34.638,-0.335
34.638,-0.395
34.638,-1.640
34.638,-1.688
34.639,-1.513
34.639,-1.492
34.639,-0.657
34.639,-0.613
34.639,0.257
34.640,0.282
34.640,0.505
34.640,0.483
34.641,0.225
34.641,0.213
34.641,0.118
34.641,0.125
34.642,0.293
34.642,0.300
34.642,0.403
34.642,0.407
34.642,0.433
34.643,0.445
34.643,0.410
34.643,0.398
34.644,-0.085
34.644,-0.098
34.644,-0.192
34.644,-0.167
34.645,-0.067
34.645,-0.065
34.645,-0.023
34.645,-0.022
34.645,-0.028
34.646,-0.025
34.646,-0.017
34.646,-0.017
34.647,-0.002
34.647,0.002
34.647,-0.008
34.647,-0.008
34.648,-0.018
34.648,-0.015
34.648,-0.020
34.648,-0.018
34.648,-0.027
34.649,-0.027
34.649,-0.038
34.649,-0.038
34.650,-0.052
34.650,-0.052
34.650,-0.060
34.650,-0.060
34.651,-0.067
34.651,-0.068
34.651,-0.065
34.651,-0.068
34.651,-0.057
34.652,-0.055
34.652,-0.035
34.652,-0.037
34.653,-0.020
34.653,-0.020
34.653,-0.010
34.653,-0.012
34.654,-0.003
34.654,-0.002
34.654,0.007
34.654,0.008
34.654,0.030
34.655,0.027
34.655,0.042
34.655,0.040
34.656,0.055
34.656,0.053
34.656,0.070
34.656,0.070
34.657,0.075
34.657,0.068
34.657,0.078
34.657,0.080
34.657,0.117
34.658,0.118
34.658,0.137
34.658,0.137
34.658,0.150
34.659,0.152
34.659,0.118
34.659,0.115
34.660,-0.005
34.660,-0.008
34.660,-0.093
34.660,-0.098
34.660,-0.247
34.661,-0.257
34.661,-0.450
34.661,-0.458
34.661,-0.350
34.662,-0.340
34.662,-0.172
34.662,-0.170
34.663,-0.317
34.663,-0.328
34.663,-0.443
34.663,-0.358
34.663,0.165
34.664,0.190
34.664,0.447
34.664,0.367
34.664,-0.982
34.665,-1.008
34.665,-0.447
34.665,-0.413
34.666,0.418
34.666,0.443
34.666,0.628
34.666,0.522
34.666,-0.162
34.667,-0.188
34.667,-0.635
34.667,-0.482
34.667,-1.143
34.668,-0.580
34.668,0.388
34.668,0.412
34.669,0.710
34.669,0.725
34.669,0.618
34.669,0.602
34.669,0.302
34.670,0.295
34.670,0.208
34.670,0.205
34.670,-0.017
34.671,-0.030
34.671,-0.228
34.671,-0.230
34.672,-0.120
34.672,-0.112
34.672,0.007
34.672,0.010
34.672,0.068
34.673,0.070
34.673,0.105
34.673,0.107
34.673,0.127
34.674,0.127
34.674,0.133
34.674,0.132
34.675,0.125
34.675,0.125
34.675,0.080
34.675,0.077
34.675,0.010
34.676,0.007
34.676,-0.055
34.676,-0.057
34.676,-0.083
34.677,-0.085
34.677,-0.112
34.677,-0.110
34.678,-0.087
34.678,-0.085
34.678,-0.042
34.678,-0.040
34.678,0.010
34.679,0.012
34.679,0.033
34.679,0.033
34.679,0.047
34.680,0.048
34.680,0.067
34.680,0.067
34.681,0.088
34.681,0.088
34.681,0.133
34.681,0.135
34.681,0.180
34.682,0.182
34.682,0.233
34.682,0.235
34.682,0.282
34.683,0.282
34.683,0.310
34.683,0.313
34.684,0.285
34.684,0.282
34.684,0.187
34.684,0.178
34.684,-0.273
34.685,-0.305
34.685,-0.890
34.685,-0.593
34.685,-2.192
34.686,-1.843
34.686,-0.888
34.686,-0.843
34.687,-0.007
34.687,0.015
34.687,0.328
34.687,0.335
34.688,0.377
34.688,0.375
34.688,0.330
34.688,0.327
34.688,0.242
34.689,0.238
34.689,0.155
34.689,0.152
34.690,0.110
34.690,0.108
34.690,0.067
34.690,0.067
34.691,0.037
34.691,0.037
34.691,0.020
34.691,0.018
34.691,0.025
34.692,0.027
34.692,0.008
34.692,0.005
34.693,-0.037
34.693,-0.038
34.693,-0.068
34.693,-0.070
34.694,-0.092
34.694,-0.093
34.694,-0.035
34.694,-0.032
34.694,0.033
34.695,0.035
34.695,0.080
34.695,0.082
34.696,0.102
34.696,0.102
34.696,0.113
34.696,0.113
34.697,0.122
34.697,0.123
34.697,0.118
34.697,0.118
34.697,0.130
34.698,0.133
34.698,0.203
34.698,0.207
34.699,0.278
34.699,0.280
34.699,0.332
34.699,0.333
34.700,0.357
34.700,0.357
34.700,0.407
34.700,0.410
34.700,0.510
34.701,0.518
34.701,0.620
34.701,0.597
34.702,0.035
34.702,0.002
34.702,-0.810
34.702,2.099
34.703,-1.290
34.703,-1.232
34.703,-0.468
34.703,-0.452
34.703,-0.042
34.704,-0.020
34.704,0.323
34.704,0.323
34.705,0.458
34.705,0.478
34.705,0.940
34.705,0.953
34.706,1.797
34.706,0.615
34.706,-2.955
34.706,-2.868
34.706,-0.600
34.707,-0.522
34.707,0.582
34.707,0.603
34.708,0.770
34.708,0.765
34.708,0.642
34.708,0.630
34.709,0.202
34.709,0.178
34.709,-0.450
34.709,-0.473
34.709,-0.732
34.710,-0.730
34.710,-0.453
34.710,-0.437
34.711,-0.007
34.711,0.008
34.711,0.308
34.711,0.317
34.712,0.365
34.712,0.310
34.712,0.010
34.712,0.100
34.712,-0.003
34.713,-0.095
34.713,-0.068
34.713,0.088
34.714,0.098
34.714,0.258
34.714,0.262
34.714,0.308
34.715,0.310
34.715,0.298
34.715,0.297
34.715,0.257
34.715,0.255
34.716,0.217
34.716,0.215
34.716,0.180
34.717,0.178
34.717,0.153
34.717,0.153
34.717,0.123
34.718,0.122
34.718,0.095
34.718,0.093
34.718,0.072
34.718,0.070
34.719,0.048
34.719,0.048
34.719,0.025
34.719,0.027
34.720,0.007
34.720,0.008
34.720,-0.013
34.721,-0.012
34.721,-0.033
34.721,-0.033
34.721,-0.055
34.721,-0.053
34.722,-0.072
34.722,-0.072
34.722,-0.085
34.722,-0.085
34.723,-0.100
34.723,-0.100
34.723,-0.112
34.724,-0.112
34.724,-0.133
34.724,-0.130
34.724,-0.143
34.724,-0.143
34.725,-0.147
34.725,-0.147
34.725,-0.137
34.725,-0.137
34.726,-0.108
34.726,-0.108
34.726,-0.067
34.727,-0.063
34.727,0.005
34.727,0.007
34.727,0.058
34.727,0.058
34.728,0.073
